DateTime,Energy_consumption_kwh
2014-01-02 10:00:00.0000000, 0.303 
2014-01-02 10:30:00.0000000, 0.274 
2014-01-02 11:00:00.0000000, 0.23 
2014-01-02 11:30:00.0000000, 0.214 
2014-01-02 12:00:00.0000000, 0.256 
2014-01-02 12:30:00.0000000, 0.238 
2014-01-02 13:00:00.0000000, 0.115 
2014-01-02 13:30:00.0000000, 0.06 
2014-01-02 14:00:00.0000000, 0.087 
2014-01-02 14:30:00.0000000, 0.1 
2014-01-02 15:00:00.0000000, 0.074 
2014-01-02 15:30:00.0000000, 0.056 
2014-01-02 16:00:00.0000000, 0.073 
2014-01-02 16:30:00.0000000, 0.363 
2014-01-02 17:00:00.0000000, 0.428 
2014-01-02 17:30:00.0000000, 0.602 
2014-01-02 18:00:00.0000000, 0.485 
2014-01-02 18:30:00.0000000, 0.479 
2014-01-02 19:00:00.0000000, 0.476 
2014-01-02 19:30:00.0000000, 0.423 
2014-01-02 20:00:00.0000000, 0.416 
2014-01-02 20:30:00.0000000, 0.407 
2014-01-02 21:00:00.0000000, 0.345 
2014-01-02 21:30:00.0000000, 0.266 
2014-01-02 22:00:00.0000000, 0.095 
2014-01-02 22:30:00.0000000, 0.079 
2014-01-02 23:00:00.0000000, 0.102 
2014-01-02 23:30:00.0000000, 0.094 
2014-01-03 00:00:00.0000000, 0.062 
2014-01-03 00:30:00.0000000, 0.062 
2014-01-03 01:00:00.0000000, 0.057 
2014-01-03 01:30:00.0000000, 0.057 
2014-01-03 02:00:00.0000000, 0.115 
2014-01-03 02:30:00.0000000, 0.099 
2014-01-03 03:00:00.0000000, 0.06 
2014-01-03 03:30:00.0000000, 0.073 
2014-01-03 04:00:00.0000000, 0.062 
2014-01-03 04:30:00.0000000, 0.109 
2014-01-03 05:00:00.0000000, 0.098 
2014-01-03 05:30:00.0000000, 0.062 
2014-01-03 06:00:00.0000000, 0.076 
2014-01-03 06:30:00.0000000, 0.075 
2014-01-03 07:00:00.0000000, 0.116 
2014-01-03 07:30:00.0000000, 0.083 
2014-01-03 08:00:00.0000000, 0.069 
2014-01-03 08:30:00.0000000, 0.074 
2014-01-03 09:00:00.0000000, 0.095 
2014-01-03 09:30:00.0000000, 0.232 
2014-01-03 10:00:00.0000000, 0.11 
2014-01-03 10:30:00.0000000, 0.169 
2014-01-03 11:00:00.0000000, 0.212 
2014-01-03 11:30:00.0000000, 0.218 
2014-01-03 12:00:00.0000000, 0.146 
2014-01-03 12:30:00.0000000, 0.195 
2014-01-03 13:00:00.0000000, 0.228 
2014-01-03 13:30:00.0000000, 0.23 
2014-01-03 14:00:00.0000000, 0.186 
2014-01-03 14:30:00.0000000, 0.203 
2014-01-03 15:00:00.0000000, 0.092 
2014-01-03 15:30:00.0000000, 0.064 
2014-01-03 16:00:00.0000000, 0.085 
2014-01-03 16:30:00.0000000, 0.158 
2014-01-03 17:00:00.0000000, 0.236 
2014-01-03 17:30:00.0000000, 0.242 
2014-01-03 18:00:00.0000000, 0.28 
2014-01-03 18:30:00.0000000, 0.405 
2014-01-03 19:00:00.0000000, 0.404 
2014-01-03 19:30:00.0000000, 0.368 
2014-01-03 20:00:00.0000000, 0.331 
2014-01-03 20:30:00.0000000, 0.331 
2014-01-03 21:00:00.0000000, 0.292 
2014-01-03 21:30:00.0000000, 0.09 
2014-01-03 22:00:00.0000000, 0.092 
2014-01-03 22:30:00.0000000, 0.069 
2014-01-03 23:00:00.0000000, 0.056 
2014-01-03 23:30:00.0000000, 0.055 
2014-01-04 00:00:00.0000000, 0.056 
2014-01-04 00:30:00.0000000, 0.085 
2014-01-04 01:00:00.0000000, 0.103 
2014-01-04 01:30:00.0000000, 0.073 
2014-01-04 02:00:00.0000000, 0.062 
2014-01-04 02:30:00.0000000, 0.067 
2014-01-04 03:00:00.0000000, 0.096 
2014-01-04 03:30:00.0000000, 0.107 
2014-01-04 04:00:00.0000000, 0.067 
2014-01-04 04:30:00.0000000, 0.067 
2014-01-04 05:00:00.0000000, 0.073 
2014-01-04 05:30:00.0000000, 0.101 
2014-01-04 06:00:00.0000000, 0.098 
2014-01-04 06:30:00.0000000, 0.075 
2014-01-04 07:00:00.0000000, 0.066 
2014-01-04 07:30:00.0000000, 0.079 
2014-01-04 08:00:00.0000000, 0.119 
2014-01-04 08:30:00.0000000, 0.224 
2014-01-04 09:00:00.0000000, 0.085 
2014-01-04 09:30:00.0000000, 0.061 
2014-01-04 10:00:00.0000000, 0.08 
2014-01-04 10:30:00.0000000, 0.283 
2014-01-04 11:00:00.0000000, 0.249 
2014-01-04 11:30:00.0000000, 0.257 
2014-01-04 12:00:00.0000000, 0.218 
2014-01-04 12:30:00.0000000, 0.228 
2014-01-04 13:00:00.0000000, 0.229 
2014-01-04 13:30:00.0000000, 0.223 
2014-01-04 14:00:00.0000000, 0.251 
2014-01-04 14:30:00.0000000, 0.263 
2014-01-04 15:00:00.0000000, 0.196 
2014-01-04 15:30:00.0000000, 0.167 
2014-01-04 16:00:00.0000000, 0.167 
2014-01-04 16:30:00.0000000, 0.359 
2014-01-04 17:00:00.0000000, 0.353 
2014-01-04 17:30:00.0000000, 0.381 
2014-01-04 18:00:00.0000000, 0.296 
2014-01-04 18:30:00.0000000, 0.354 
2014-01-04 19:00:00.0000000, 0.334 
2014-01-04 19:30:00.0000000, 0.326 
2014-01-04 20:00:00.0000000, 0.316 
2014-01-04 20:30:00.0000000, 0.277 
2014-01-04 21:00:00.0000000, 0.239 
2014-01-04 21:30:00.0000000, 0.164 
2014-01-04 22:00:00.0000000, 0.066 
2014-01-04 22:30:00.0000000, 0.06 
2014-01-04 23:00:00.0000000, 0.047 
2014-01-04 23:30:00.0000000, 0.048 
2014-01-05 00:00:00.0000000, 0.097 
2014-01-05 00:30:00.0000000, 0.095 
2014-01-05 01:00:00.0000000, 0.053 
2014-01-05 01:30:00.0000000, 0.052 
2014-01-05 02:00:00.0000000, 0.056 
2014-01-05 02:30:00.0000000, 0.087 
2014-01-05 03:00:00.0000000, 0.099 
2014-01-05 03:30:00.0000000, 0.063 
2014-01-05 04:00:00.0000000, 0.061 
2014-01-05 04:30:00.0000000, 0.064 
2014-01-05 05:00:00.0000000, 0.08 
2014-01-05 05:30:00.0000000, 0.108 
2014-01-05 06:00:00.0000000, 0.067 
2014-01-05 06:30:00.0000000, 0.059 
2014-01-05 07:00:00.0000000, 0.068 
2014-01-05 07:30:00.0000000, 0.092 
2014-01-05 08:00:00.0000000, 0.103 
2014-01-05 08:30:00.0000000, 0.075 
2014-01-05 09:00:00.0000000, 0.064 
2014-01-05 09:30:00.0000000, 0.231 
2014-01-05 10:00:00.0000000, 0.23 
2014-01-05 10:30:00.0000000, 0.205 
2014-01-05 11:00:00.0000000, 0.221 
2014-01-05 11:30:00.0000000, 0.158 
2014-01-05 12:00:00.0000000, 0.164 
2014-01-05 12:30:00.0000000, 0.209 
2014-01-05 13:00:00.0000000, 0.502 
2014-01-05 13:30:00.0000000, 0.306 
2014-01-05 14:00:00.0000000, 0.307 
2014-01-05 14:30:00.0000000, 0.487 
2014-01-05 15:00:00.0000000, 0.741 
2014-01-05 15:30:00.0000000, 0.316 
2014-01-05 16:00:00.0000000, 0.395 
2014-01-05 16:30:00.0000000, 0.441 
2014-01-05 17:00:00.0000000, 0.368 
2014-01-05 17:30:00.0000000, 0.417 
2014-01-05 18:00:00.0000000, 0.409 
2014-01-05 18:30:00.0000000, 0.331 
2014-01-05 19:00:00.0000000, 0.314 
2014-01-05 19:30:00.0000000, 0.326 
2014-01-05 20:00:00.0000000, 0.334 
2014-01-05 20:30:00.0000000, 0.374 
2014-01-05 21:00:00.0000000, 0.329 
2014-01-05 21:30:00.0000000, 0.3 
2014-01-05 22:00:00.0000000, 0.1 
2014-01-05 22:30:00.0000000, 0.088 
2014-01-05 23:00:00.0000000, 0.103 
2014-01-05 23:30:00.0000000, 0.086 
2014-01-06 00:00:00.0000000, 0.064 
2014-01-06 00:30:00.0000000, 0.075 
2014-01-06 01:00:00.0000000, 0.105 
2014-01-06 01:30:00.0000000, 0.075 
2014-01-06 02:00:00.0000000, 0.064 
2014-01-06 02:30:00.0000000, 0.078 
2014-01-06 03:00:00.0000000, 0.109 
2014-01-06 03:30:00.0000000, 0.079 
2014-01-06 04:00:00.0000000, 0.071 
2014-01-06 04:30:00.0000000, 0.071 
2014-01-06 05:00:00.0000000, 0.102 
2014-01-06 05:30:00.0000000, 0.097 
2014-01-06 06:00:00.0000000, 0.075 
2014-01-06 06:30:00.0000000, 0.067 
2014-01-06 07:00:00.0000000, 0.089 
2014-01-06 07:30:00.0000000, 0.119 
2014-01-06 08:00:00.0000000, 0.069 
2014-01-06 08:30:00.0000000, 0.134 
2014-01-06 09:00:00.0000000, 0.156 
2014-01-06 09:30:00.0000000, 0.191 
2014-01-06 10:00:00.0000000, 0.349 
2014-01-06 10:30:00.0000000, 0.261 
2014-01-06 11:00:00.0000000, 0.353 
2014-01-06 11:30:00.0000000, 0.272 
2014-01-06 12:00:00.0000000, 0.247 
2014-01-06 12:30:00.0000000, 0.188 
2014-01-06 13:00:00.0000000, 0.166 
2014-01-06 13:30:00.0000000, 0.204 
2014-01-06 14:00:00.0000000, 0.574 
2014-01-06 14:30:00.0000000, 0.553 
2014-01-06 15:00:00.0000000, 0.156 
2014-01-06 15:30:00.0000000, 0.182 
2014-01-06 16:00:00.0000000, 0.326 
2014-01-06 16:30:00.0000000, 0.272 
2014-01-06 17:00:00.0000000, 0.341 
2014-01-06 17:30:00.0000000, 0.306 
2014-01-06 18:00:00.0000000, 0.372 
2014-01-06 18:30:00.0000000, 0.342 
2014-01-06 19:00:00.0000000, 0.421 
2014-01-06 19:30:00.0000000, 0.264 
2014-01-06 20:00:00.0000000, 0.232 
2014-01-06 20:30:00.0000000, 0.221 
2014-01-06 21:00:00.0000000, 0.229 
2014-01-06 21:30:00.0000000, 0.233 
2014-01-06 22:00:00.0000000, 0.111 
2014-01-06 22:30:00.0000000, 0.042 
2014-01-06 23:00:00.0000000, 0.048 
2014-01-06 23:30:00.0000000, 0.05 
2014-01-07 00:00:00.0000000, 0.086 
2014-01-07 00:30:00.0000000, 0.096 
2014-01-07 01:00:00.0000000, 0.058 
2014-01-07 01:30:00.0000000, 0.054 
2014-01-07 02:00:00.0000000, 0.053 
2014-01-07 02:30:00.0000000, 0.093 
2014-01-07 03:00:00.0000000, 0.091 
2014-01-07 03:30:00.0000000, 0.056 
2014-01-07 04:00:00.0000000, 0.063 
2014-01-07 04:30:00.0000000, 0.068 
2014-01-07 05:00:00.0000000, 0.102 
2014-01-07 05:30:00.0000000, 0.075 
2014-01-07 06:00:00.0000000, 0.063 
2014-01-07 06:30:00.0000000, 0.064 
2014-01-07 07:00:00.0000000, 0.081 
2014-01-07 07:30:00.0000000, 0.102 
2014-01-07 08:00:00.0000000, 0.071 
2014-01-07 08:30:00.0000000, 0.062 
2014-01-07 09:00:00.0000000, 0.06 
2014-01-07 09:30:00.0000000, 0.252 
2014-01-07 10:00:00.0000000, 0.199 
2014-01-07 10:30:00.0000000, 0.302 
2014-01-07 11:00:00.0000000, 0.352 
2014-01-07 11:30:00.0000000, 0.399 
2014-01-07 12:00:00.0000000, 0.413 
2014-01-07 12:30:00.0000000, 0.242 
2014-01-07 13:00:00.0000000, 0.124 
2014-01-07 13:30:00.0000000, 0.407 
2014-01-07 14:00:00.0000000, 0.393 
2014-01-07 14:30:00.0000000, 0.369 
2014-01-07 15:00:00.0000000, 0.289 
2014-01-07 15:30:00.0000000, 0.189 
2014-01-07 16:00:00.0000000, 0.242 
2014-01-07 16:30:00.0000000, 0.244 
2014-01-07 17:00:00.0000000, 0.29 
2014-01-07 17:30:00.0000000, 0.267 
2014-01-07 18:00:00.0000000, 0.243 
2014-01-07 18:30:00.0000000, 0.251 
2014-01-07 19:00:00.0000000, 0.39 
2014-01-07 19:30:00.0000000, 0.381 
2014-01-07 20:00:00.0000000, 0.357 
2014-01-07 20:30:00.0000000, 0.379 
2014-01-07 21:00:00.0000000, 0.334 
2014-01-07 21:30:00.0000000, 0.101 
2014-01-07 22:00:00.0000000, 0.069 
2014-01-07 22:30:00.0000000, 0.113 
2014-01-07 23:00:00.0000000, 0.082 
2014-01-07 23:30:00.0000000, 0.06 
2014-01-08 00:00:00.0000000, 0.047 
